entry_ts,direction,entry_open,exit_reason,gross_ret,cost,net_ret,hold_min
2024-07-08 02:00:00,-1,54958.19,time,-0.00776226436860461,0.001,-0.008762264368604611,60.0
2024-07-27 21:00:00,-1,67791.21,time,-0.015765908294010256,0.001,-0.016765908294010257,60.0
2024-08-04 18:00:00,-1,57864.43,time,-0.015660225115843973,0.001,-0.016660225115843974,60.0
2024-08-05 01:00:00,-1,56174.01,tp,0.03,0.001,0.028999999999999998,8.0
2024-08-05 02:00:00,-1,54432.65,time,-0.004874464131362277,0.001,-0.005874464131362277,60.0
2024-08-05 03:00:00,-1,54697.98,time,0.014755755148544769,0.001,0.013755755148544768,60.0
2024-08-11 21:00:00,-1,58504.91,time,-0.008629873971261581,0.001,-0.009629873971261582,60.0
2024-08-27 23:00:00,-1,59506.94,time,0.0015450298738265422,0.001,0.0005450298738265422,60.0
2024-09-04 02:00:00,-1,56784.01,time,0.0023950404347984344,0.001,0.0013950404347984344,60.0
2024-09-16 00:00:00,-1,59132.0,time,0.007874585672732137,0.001,0.006874585672732137,60.0
