date,target_up,pred,prob_up,next_return,position,turnover,cost,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2024-05-08,1,1,0.908220545388221,0.03043115176709965,1,2.0,0.001,0.02943115176709965,0.03043115176709965,10.160692061077267,1.4275247799185584
2024-05-09,0,0,0.010814638216614516,-0.035799920573900024,-1,2.0,0.001,0.03479992057390002,-0.035799920573900024,10.514283337778613,1.3764195061801998
2024-05-10,1,1,0.5107184043205573,1.5356984674586016e-05,0,1.0,0.0005,-0.0005,1.5356984674586016e-05,10.509026196109724,1.376440643833462
2024-05-11,1,1,0.7485852688912169,0.010768936188532141,1,1.0,0.0005,0.01026893618853214,0.010768936188532141,10.616942715521189,1.3912634452942065
2024-05-12,1,1,0.9265693558544024,0.023646747788683697,1,0.0,0.0,0.023646747788683697,0.023646747788683697,10.867998882202022,1.4241623010926938
2024-05-13,0,0,0.10084866052196946,-0.02144084393922019,-1,2.0,0.001,0.020440843939220188,-0.02144084393922019,11.090149951284731,1.3936270594508446
2024-05-14,1,1,0.996892599110601,0.07659609250545496,1,2.0,0.001,0.07559609250545496,0.07659609250545496,11.928521952901418,1.5003734466146468
2024-05-15,0,0,0.19405838322054772,-0.01563225228621834,-1,2.0,0.001,0.014632252286218339,-0.01563225228621834,12.103063095517966,1.4769192303736236
2024-05-16,1,1,0.9275635813117009,0.02790508695432159,1,2.0,0.001,0.02690508695432159,0.02790508695432159,12.428697060516518,1.5181327899217092
2024-05-17,0,0,0.25289155712282785,-0.0016564833198177142,-1,2.0,0.001,0.0006564833198177142,-0.0016564833198177142,12.436856292823814,1.5156180282779355
2024-05-18,0,0,0.29035717656118876,-0.009895869986810912,-1,0.0,0.0,0.009895869986810912,-0.009895869986810912,12.559929805742248,1.5006196693204303
2024-05-19,1,1,0.9960974409639395,0.07800174241430358,1,2.0,0.001,0.07700174241430358,0.07800174241430358,13.527066285385745,1.6176706182286
2024-05-20,0,0,0.1182938699322681,-0.018358253231772315,-1,2.0,0.001,0.017358253231772314,-0.018358253231772315,13.76187252745044,1.5879730113735617
2024-05-21,0,1,0.7065748781771638,-0.01446030042296964,1,2.0,0.001,-0.015460300422969642,-0.01446030042296964,13.549109843793444,1.5650104445655322
2024-05-22,0,0,0.3123485953781059,-0.017255976976508713,-1,2.0,0.001,0.016255976976508713,-0.017255976976508713,13.769363861466337,1.5380046603661137
2024-05-23,1,0,0.31722057791637415,0.008781729788116976,-1,0.0,0.0,-0.008781729788116976,0.008781729788116976,13.648445028680676,1.5515110017063136
2024-05-24,1,1,0.952628939014716,0.010796524727518797,1,2.0,0.001,0.009796524727518796,0.010796524727518797,13.78215235789633,1.5682619286012534
2024-05-25,0,0,0.07039686576826477,-0.010796814497022966,-1,2.0,0.001,0.009796814497022965,-0.010796814497022966,13.917173547916345,1.5513296954754021
2024-05-26,1,1,0.9045994132204322,0.012791671360530277,1,2.0,0.001,0.011791671360530276,0.012791671360530277,14.081280284660842,1.571173795111755
2024-05-27,0,0,0.05320114986884101,-0.015827408107827234,-1,2.0,0.001,0.014827408107827234,-0.015827408107827234,14.29006917412221,1.5463061862481975
2024-05-28,0,0,0.365210841373277,-0.01051485738366742,-1,0.0,0.0,0.01051485738366742,-0.01051485738366742,14.440327213490846,1.530046997228315
2024-05-29,1,1,0.8376567775019014,0.011644282841286824,1,2.0,0.001,0.010644282841286823,0.011644282841286824,14.594034140671976,1.5478632972245032
2024-05-30,0,0,0.16239972837075117,-0.012778150001159894,-1,2.0,0.001,0.011778150001159893,-0.012778150001159894,14.76592486390286,1.5280844678312786
2024-05-31,1,0,0.33150539261818385,0.0031933460054698326,-1,0.0,0.0,-0.0031933460054698326,0.0031933460054698326,14.718772156721649,1.5329641702626482
2024-06-01,1,1,0.8123120608142596,0.0006596674454519835,1,2.0,0.001,-0.0003403325545480165,0.0006596674454519835,14.713762879393741,1.5339754168208148
