timestamp,datetime,sum_open_interest,sum_open_interest_value,long_short_ratio,top_long_short_account_ratio,top_long_short_position_ratio,taker_long_short_vol_ratio
1779572700000,2026-05-23 21:45:00,103039.88300000,7900212085.44620000,1.2655,1.2287,1.1725,0.8105
1779573000000,2026-05-23 21:50:00,103021.04900000,7890165798.70710000,1.2655,1.2287,1.1720,1.5272
1779573300000,2026-05-23 21:55:00,102995.03200000,7901225225.39646200,1.2645,1.2277,1.1720,1.9611
1779573600000,2026-05-23 22:00:00,103026.68800000,7910183051.26400000,1.2635,1.2272,1.1720,1.5218
1779573900000,2026-05-23 22:05:00,103090.53300000,7922383752.41040000,1.2640,1.2257,1.1703,0.4712
1779574200000,2026-05-23 22:10:00,102998.45600000,7900937846.45227050,1.2614,1.2237,1.1682,0.6026
1779574500000,2026-05-23 22:15:00,103029.03500000,7894106259.72090900,1.2578,1.2217,1.1675,1.4366
1779574800000,2026-05-23 22:20:00,103039.14700000,7900402949.24860000,1.2558,1.2202,1.1680,0.3839
1779575100000,2026-05-23 22:25:00,103018.76500000,7885485951.67793400,1.2533,1.2178,1.1669,0.4288
1779575400000,2026-05-23 22:30:00,103095.18800000,7888256143.18840000,1.2528,1.2173,1.1634,1.1802
1779575700000,2026-05-23 22:35:00,102938.81400000,7876856261.54822350,1.2477,1.2139,1.1652,0.4678
1779576000000,2026-05-23 22:40:00,103086.74200000,7877734193.52700000,1.2447,1.2124,1.1692,2.2733
1779576300000,2026-05-23 22:45:00,103093.75100000,7889218367.14970000,1.2457,1.2139,1.1707,1.5220
1779576600000,2026-05-23 22:50:00,103114.93000000,7894554216.81395900,1.2477,1.2158,1.1711,2.5052
1779576900000,2026-05-23 22:55:00,103064.45100000,7890614368.56000000,1.2457,1.2148,1.1729,2.1751
1779577200000,2026-05-23 23:00:00,103095.78200000,7892719659.32442800,1.2462,1.2153,1.1723,2.3177
1779577500000,2026-05-23 23:05:00,103080.07300000,7892398037.17136900,1.2416,1.2119,1.1763,2.3987
1779577800000,2026-05-23 23:10:00,103136.70900000,7910131778.78040000,1.2432,1.2119,1.1815,1.1235
1779578100000,2026-05-23 23:15:00,103153.28500000,7906731863.54165500,1.2432,1.2119,1.1816,3.5908
1779578400000,2026-05-23 23:20:00,103137.39000000,7910349028.30800000,1.2427,1.2114,1.1835,0.6181
1779578700000,2026-05-23 23:25:00,103142.88400000,7899383428.33120000,1.2416,1.2109,1.1832,1.2801
1779579000000,2026-05-23 23:30:00,103088.23500000,7897507212.76200000,1.2396,1.2090,1.1841,2.3961
1779579300000,2026-05-23 23:35:00,103090.04900000,7907157224.95004800,1.2386,1.2085,1.1866,1.7426
1779579600000,2026-05-23 23:40:00,103084.86000000,7905704122.88358200,1.2381,1.2080,1.1882,1.4292
1779579900000,2026-05-23 23:45:00,103030.34100000,7900181093.26620000,1.2376,1.2075,1.1903,1.4379
1779580200000,2026-05-23 23:50:00,103022.84000000,7901953398.81548900,1.2376,1.2070,1.1914,1.0670
1779580500000,2026-05-23 23:55:00,102949.28800000,7897867873.13680000,1.2371,1.2065,1.1920,2.1998
1779580800000,2026-05-24 00:00:00,102944.40600000,7897513726.63732300,1.2331,1.2041,1.1922,0.6563
1779581100000,2026-05-24 00:05:00,102949.66200000,7893535347.96574100,1.2336,1.2031,1.1905,0.8320
1779581400000,2026-05-24 00:10:00,102921.22900000,7887296339.55470000,1.2297,1.1993,1.1902,1.0239
1779581700000,2026-05-24 00:15:00,102927.37700000,7890447569.19523200,1.2272,1.1973,1.1901,0.9372
1779582000000,2026-05-24 00:20:00,102943.04500000,7892025601.88000000,1.2257,1.1964,1.1906,0.6692
1779582300000,2026-05-24 00:25:00,102960.20800000,7886443052.17600000,1.2237,1.1954,1.1911,0.8341
1779582600000,2026-05-24 00:30:00,102968.86800000,7893974405.69160000,1.2207,1.1925,1.1902,1.4063
1779582900000,2026-05-24 00:35:00,102965.08400000,7898544262.21560000,1.2202,1.1925,1.1907,2.0791
1779583200000,2026-05-24 00:40:00,102950.22400000,7901721921.43246000,1.2212,1.1930,1.1899,0.9924
1779583500000,2026-05-24 00:45:00,102947.35900000,7897349277.28750000,1.2222,1.1935,1.1898,1.6011
1779583800000,2026-05-24 00:50:00,102883.30900000,7905127284.36334500,1.2227,1.1935,1.1987,1.6383
1779584100000,2026-05-24 00:55:00,102911.25200000,7903379651.04498000,1.2222,1.1925,1.1992,1.4819
1779584400000,2026-05-24 01:00:00,102935.22200000,7906711739.87500000,1.2227,1.1930,1.1980,1.9476
1779584700000,2026-05-24 01:05:00,102926.15900000,7906563007.67698600,1.2242,1.1935,1.1972,0.5580
1779585000000,2026-05-24 01:10:00,102905.35500000,7898973887.65800000,1.2222,1.1925,1.1971,0.7843
1779585300000,2026-05-24 01:15:00,102884.51800000,7897333294.06560000,1.2217,1.1920,1.1965,1.9956
1779585600000,2026-05-24 01:20:00,102889.17100000,7898342942.59153900,1.2202,1.1915,1.1967,2.0983
1779585900000,2026-05-24 01:25:00,102928.21900000,7912504003.08189700,1.2207,1.1920,1.1967,0.9168
1779586200000,2026-05-24 01:30:00,102945.50600000,7913853926.10497900,1.2217,1.1925,1.1967,1.5049
1779586500000,2026-05-24 01:35:00,102960.12700000,7916280318.12607200,1.2212,1.1920,1.1973,1.5031
1779586800000,2026-05-24 01:40:00,102968.61300000,7915777690.06355900,1.2212,1.1920,1.1978,0.2572
1779587100000,2026-05-24 01:45:00,102924.20500000,7904362803.16950000,1.2222,1.1915,1.1976,0.8745
1779587400000,2026-05-24 01:50:00,102780.42000000,7898603330.70600000,1.2198,1.1896,1.1962,0.5419
1779587700000,2026-05-24 01:55:00,102803.81000000,7899195413.30352000,1.2198,1.1896,1.1961,1.2134
1779588000000,2026-05-24 02:00:00,102802.58000000,7901047567.48337100,1.2188,1.1891,1.1959,1.5839
1779588300000,2026-05-24 02:05:00,102826.25000000,7903929913.39070700,1.2202,1.1901,1.1958,0.7714
1779588600000,2026-05-24 02:10:00,102816.89900000,7903123166.45054900,1.2193,1.1891,1.1956,1.7939
1779588900000,2026-05-24 02:15:00,102825.44200000,7906042584.49600000,1.2193,1.1891,1.1958,0.7291
1779589200000,2026-05-24 02:20:00,102831.71300000,7906894943.31080000,1.2188,1.1887,1.1956,0.7407
1779589500000,2026-05-24 02:25:00,102791.23200000,7884697383.82928600,1.2153,1.1853,1.1929,0.7990
1779589800000,2026-05-24 02:30:00,102755.11200000,7883468323.77009400,1.2095,1.1810,1.1921,1.1534
1779590100000,2026-05-24 02:35:00,102780.40700000,7891559918.33799500,1.2070,1.2302,1.2001,0.7007
1779590400000,2026-05-24 02:40:00,102804.60000000,7893645601.80000000,1.2051,1.2287,1.1992,0.9893
1779590700000,2026-05-24 02:45:00,102823.21100000,7896822604.80000000,1.2041,1.2277,1.1995,0.7719
1779591000000,2026-05-24 02:50:00,102840.00500000,7897886135.98900000,1.2036,1.2272,1.1993,1.0218
1779591300000,2026-05-24 02:55:00,102844.93000000,7899718445.64894900,1.2031,1.2267,1.1992,0.6414
1779591600000,2026-05-24 03:00:00,102862.86600000,7899601991.38446400,1.2026,1.2262,1.1986,2.8296
1779591900000,2026-05-24 03:05:00,102862.30500000,7913011971.50100000,1.1993,1.2237,1.1979,0.5693
1779592200000,2026-05-24 03:10:00,102864.55300000,7913668369.49370000,1.2022,1.2257,1.1982,1.4098
1779592500000,2026-05-24 03:15:00,102872.54700000,7909931862.35820000,1.2041,1.2262,1.1990,0.7083
1779592800000,2026-05-24 03:20:00,102892.54000000,7906664054.50600000,1.2046,1.2257,1.1978,0.9622
1779593100000,2026-05-24 03:25:00,102882.05300000,7910055780.28910000,1.2041,1.2252,1.1971,0.6341
1779593400000,2026-05-24 03:30:00,102874.42100000,7908744857.20861600,1.2031,1.2247,1.1971,0.7447
1779593700000,2026-05-24 03:35:00,102877.04200000,7905215935.13880000,1.2022,1.2237,1.1967,0.8032
1779594000000,2026-05-24 03:40:00,,,,,,0.3342
1779594300000,2026-05-24 03:45:00,102639.97300000,7874980080.44390000,1.1973,1.2202,1.1931,0.8952
1779594600000,2026-05-24 03:50:00,102636.97500000,7879014660.02852300,1.1968,1.2207,1.1933,0.5688
1779594900000,2026-05-24 03:55:00,102617.94300000,7876128202.87839400,1.1954,1.2198,1.1928,0.3347
1779595200000,2026-05-24 04:00:00,102460.22600000,7865667572.49921400,1.1968,1.2212,1.1903,1.4702
1779595500000,2026-05-24 04:05:00,102416.17100000,7865468484.56992100,1.1959,1.2202,1.1898,1.1307
1779595800000,2026-05-24 04:10:00,102416.29200000,7860927869.81623200,1.1944,1.2193,1.1897,3.7035
1779596100000,2026-05-24 04:15:00,102436.48400000,7867806500.31639700,1.1925,1.2178,1.1895,0.6256
1779596400000,2026-05-24 04:20:00,102448.28900000,7866286974.28700000,1.1925,1.2178,1.1894,1.1799
1779596700000,2026-05-24 04:25:00,102470.15100000,7865094461.14345600,1.1911,1.2168,1.1898,0.3886
1779597000000,2026-05-24 04:30:00,102489.14200000,7863592162.61616100,1.1906,1.2168,1.1892,1.0159
1779597300000,2026-05-24 04:35:00,102492.70100000,7862937967.30353200,1.1887,1.2148,1.1894,0.8432
1779597600000,2026-05-24 04:40:00,102495.03800000,7861769145.24820000,1.1867,1.2134,1.1897,2.5387
1779597900000,2026-05-24 04:45:00,102505.10600000,7867291400.66420300,1.1844,1.2119,1.1899,0.5655
1779598200000,2026-05-24 04:50:00,102535.03600000,7869684967.93536500,1.1853,1.2129,1.1894,2.1213
1779598500000,2026-05-24 04:55:00,102540.71500000,7871827048.39642050,1.1853,1.2129,1.1895,1.1225
1779598800000,2026-05-24 05:00:00,102544.53700000,7870309930.99540100,1.1853,1.2134,1.1895,1.2856
1779599100000,2026-05-24 05:05:00,102545.66900000,7869973796.99121400,1.1848,1.2129,1.1888,0.7588
1779599400000,2026-05-24 05:10:00,102558.18900000,7868141668.11487700,1.1844,1.2129,1.1890,0.6799
1779599700000,2026-05-24 05:15:00,102579.24200000,7868258694.21640000,1.1820,1.2104,1.1884,0.7545
1779600000000,2026-05-24 05:20:00,102578.89800000,7865431904.05620000,1.1768,1.2090,1.1888,0.6028
1779600300000,2026-05-24 05:25:00,102601.06400000,7866633195.31484600,1.1744,1.2065,1.1886,0.8039
1779600600000,2026-05-24 05:30:00,102584.97000000,7865278814.23335900,1.1706,1.2041,1.1899,2.1987
1779600900000,2026-05-24 05:35:00,102571.65200000,7866174739.19958800,1.1697,1.2036,1.1902,0.5798
1779601200000,2026-05-24 05:40:00,102604.96800000,7864752881.17440000,1.1678,1.2022,1.1905,0.5532
1779601500000,2026-05-24 05:45:00,102604.65700000,7860938493.28088500,1.1631,1.1993,1.1910,2.2247
1779601800000,2026-05-24 05:50:00,102619.06700000,7876310665.55850600,1.1622,1.1978,1.1903,1.0526
1779602100000,2026-05-24 05:55:00,102642.52400000,7882114438.75560000,1.1664,1.2002,1.1895,1.5502
1779602400000,2026-05-24 06:00:00,102660.49900000,7882755100.84113000,1.1678,1.2017,1.1898,1.7341
1779602700000,2026-05-24 06:05:00,102653.05700000,7883621328.62590000,1.1678,1.2012,1.1893,0.5626
1779603000000,2026-05-24 06:10:00,102614.41500000,7881095027.52569300,1.1683,1.2017,1.1882,2.1127
1779603300000,2026-05-24 06:15:00,102627.53400000,7882820886.54000000,1.1673,1.2007,1.1878,0.4928
1779603600000,2026-05-24 06:20:00,102611.76100000,7876263289.66190000,1.1678,1.2012,1.1872,0.8923
1779603900000,2026-05-24 06:25:00,102612.07300000,7872234061.24320000,1.1673,1.2007,1.1871,1.2389
1779604200000,2026-05-24 06:30:00,102628.69500000,7872322021.12333600,1.1659,1.2002,1.1865,1.1501
1779604500000,2026-05-24 06:35:00,102634.43800000,7873234904.86465550,1.1659,1.2002,1.1866,0.6669
1779604800000,2026-05-24 06:40:00,102637.07200000,7873146101.21920000,1.1659,1.2002,1.1864,2.0895
1779605100000,2026-05-24 06:45:00,102647.83900000,7881383196.69120000,1.1654,1.1997,1.1865,2.4414
1779605400000,2026-05-24 06:50:00,102551.97300000,7882852253.39370000,1.1515,1.1786,1.1848,1.6555
1779605700000,2026-05-24 06:55:00,102474.25600000,7887863628.76960000,1.1542,1.1772,1.1856,0.6783
1779606000000,2026-05-24 07:00:00,102484.80800000,7886831132.92880000,1.1533,1.1763,1.1850,1.1628
1779606300000,2026-05-24 07:05:00,102500.80100000,7888205392.95750000,1.1533,1.1763,1.1839,0.7426
1779606600000,2026-05-24 07:10:00,102498.03800000,7881827035.21631800,1.1515,1.1744,1.1832,0.6523
1779606900000,2026-05-24 07:15:00,102499.54300000,7878895744.72284800,1.1505,1.1734,1.1832,0.9530
1779607200000,2026-05-24 07:20:00,102509.12400000,7880245394.72640000,1.1492,1.1725,1.1828,0.5529
1779607500000,2026-05-24 07:25:00,102503.07300000,7877827967.95810900,1.1487,1.1720,1.1822,2.5572
1779607800000,2026-05-24 07:30:00,102496.80400000,7878698054.81629500,1.1482,1.1720,1.1824,0.9043
1779608100000,2026-05-24 07:35:00,102489.73900000,7876869388.79280000,1.1478,1.1711,1.1821,1.2683
1779608400000,2026-05-24 07:40:00,102505.32200000,7876976673.52112200,1.1473,1.1711,1.1828,0.7519
1779608700000,2026-05-24 07:45:00,102527.75200000,7879155213.44800000,1.1459,1.1701,1.1830,1.2284
1779609000000,2026-05-24 07:50:00,102389.65200000,7861161160.34352700,1.1455,1.1711,1.1779,0.9415
1779609300000,2026-05-24 07:55:00,102403.83600000,7861533299.47442500,1.1459,1.1716,1.1773,1.1507
1779609600000,2026-05-24 08:00:00,102388.11500000,7860468693.09950000,1.1441,1.1701,1.1772,1.3571
1779609900000,2026-05-24 08:05:00,102378.66200000,7859002969.67377600,1.1445,1.1706,1.1776,1.3073
1779610200000,2026-05-24 08:10:00,102170.68100000,7838820970.76874000,1.1445,1.1711,1.1688,0.5990
1779610500000,2026-05-24 08:15:00,102163.47600000,7836561806.40360000,1.1436,1.1701,1.1687,1.3621
1779610800000,2026-05-24 08:20:00,102148.60700000,7838401126.28157300,1.1436,1.1706,1.1689,1.4940
1779611100000,2026-05-24 08:25:00,102129.18100000,7843079963.42324000,1.1455,1.1716,1.1692,1.4251
1779611400000,2026-05-24 08:30:00,102138.77200000,7842296625.17760000,1.1455,1.1720,1.1696,1.2486
1779611700000,2026-05-24 08:35:00,102128.21200000,7839371765.94120000,1.1450,1.1716,1.1697,2.0905
1779612000000,2026-05-24 08:40:00,102102.09600000,7840213335.67078700,1.1445,1.1711,1.1697,0.7208
1779612300000,2026-05-24 08:45:00,102068.16300000,7836313037.16326000,1.1450,1.1720,1.1698,1.4802
1779612600000,2026-05-24 08:50:00,102054.49200000,7836036356.57122100,1.1450,1.1720,1.1701,0.4095
1779612900000,2026-05-24 08:55:00,102030.10900000,7833228979.33330000,1.1459,1.1720,1.1698,2.7856
1779613200000,2026-05-24 09:00:00,102046.39300000,7837596519.84519500,1.1450,1.1720,1.1695,0.8844
1779613500000,2026-05-24 09:05:00,102039.02100000,7837168231.31760000,1.1468,1.1734,1.1697,2.5716
1779613800000,2026-05-24 09:10:00,102032.77400000,7841504373.66720000,1.1478,1.1739,1.1697,1.7708
1779614100000,2026-05-24 09:15:00,102051.59200000,7844608093.12719700,1.1496,1.1749,1.1696,0.9473
1779614400000,2026-05-24 09:20:00,102037.47400000,7844028776.27600000,1.1492,1.1744,1.1704,2.0685
1779614700000,2026-05-24 09:25:00,102125.72300000,7858726697.96582500,1.1482,1.1730,1.1696,0.4329
1779615000000,2026-05-24 09:30:00,102119.69900000,7855711025.12350000,1.1487,1.1730,1.1685,1.5191
1779615300000,2026-05-24 09:35:00,102133.56500000,7854009868.36100000,1.1478,1.1725,1.1682,2.0222
1779615600000,2026-05-24 09:40:00,102093.43600000,7855538595.64560000,1.1464,1.1711,1.1703,2.0113
1779615900000,2026-05-24 09:45:00,102252.44000000,7868856970.68800000,1.1464,1.1706,1.1673,0.9629
1779616200000,2026-05-24 09:50:00,102259.56400000,7868392829.84920000,1.1459,1.1701,1.1674,1.1248
1779616500000,2026-05-24 09:55:00,102260.29300000,7871261081.03040000,1.1468,1.1706,1.1675,1.8501
1779616800000,2026-05-24 10:00:00,102253.69900000,7872727233.65893600,1.1464,1.1706,1.1680,0.5420
1779617100000,2026-05-24 10:05:00,102225.25100000,7864106779.22920000,1.1455,1.1692,1.1664,0.9118
1779617400000,2026-05-24 10:10:00,102222.06200000,7864822339.39320000,1.1441,1.1683,1.1660,0.4474
1779617700000,2026-05-24 10:15:00,102225.08300000,7861937696.26437500,1.1422,1.1664,1.1654,1.7304
1779618000000,2026-05-24 10:20:00,102202.94200000,7864841147.85766500,1.1409,1.1654,1.1663,1.2047
1779618300000,2026-05-24 10:25:00,102198.15400000,7865225735.73472300,1.1409,1.1650,1.1658,2.8389
1779618600000,2026-05-24 10:30:00,101219.83500000,7815277175.98126300,1.1345,1.1501,1.1428,0.9776
1779618900000,2026-05-24 10:35:00,101240.30100000,7814823319.22118500,1.1313,1.1482,1.1422,1.1095
1779619200000,2026-05-24 10:40:00,101269.31600000,7816522790.11800000,1.1290,1.1459,1.1430,0.7616
1779619500000,2026-05-24 10:45:00,101290.66600000,7816194683.65817400,1.1281,1.1455,1.1420,0.6987
1779619800000,2026-05-24 10:50:00,101287.74000000,7813113430.57200000,1.1249,1.1427,1.1416,0.8573
1779620100000,2026-05-24 10:55:00,101289.42600000,7812366180.19129000,1.1236,1.1409,1.1411,1.5091
1779620400000,2026-05-24 11:00:00,101298.60500000,7816666335.38300000,1.1222,1.1404,1.1407,1.0959
1779620700000,2026-05-24 11:05:00,101356.59000000,7830759465.10500000,1.1254,1.1422,1.1396,1.3887
1779621000000,2026-05-24 11:10:00,101318.68400000,7829786317.09920000,1.1277,1.1427,1.1405,0.9500
1779621300000,2026-05-24 11:15:00,101282.50600000,7825774500.48419700,1.1281,1.1432,1.1418,0.4851
1779621600000,2026-05-24 11:20:00,101273.17100000,7823480507.01558300,1.1268,1.1413,1.1409,0.9302
1779621900000,2026-05-24 11:25:00,101282.06800000,7825376584.55630300,1.1263,1.1409,1.1405,1.4493
1779622200000,2026-05-24 11:30:00,101368.60700000,7831221596.92430000,1.1254,1.1400,1.1416,0.4684
1779622500000,2026-05-24 11:35:00,101390.33200000,7835262354.36240000,1.1254,1.1404,1.1416,0.4270
1779622800000,2026-05-24 11:40:00,101378.05100000,7827723727.47320000,1.1200,1.1358,1.1412,0.6478
1779623100000,2026-05-24 11:45:00,101385.32700000,7828741764.68790000,1.1173,1.1340,1.1414,0.8971
1779623400000,2026-05-24 11:50:00,101406.50700000,7830339557.17801500,1.1164,1.1331,1.1419,0.5936
1779623700000,2026-05-24 11:55:00,101397.70100000,7832688488.68720000,1.1160,1.1322,1.1414,2.1348
1779624000000,2026-05-24 12:00:00,101412.65100000,7838133089.46450000,1.1164,1.1327,1.1418,0.8213
1779624300000,2026-05-24 12:05:00,101417.46000000,7831852677.06390700,1.1169,1.1331,1.1413,0.3986
1779624600000,2026-05-24 12:10:00,101421.59100000,7828387775.88060000,1.1142,1.1308,1.1411,0.9312
1779624900000,2026-05-24 12:15:00,101367.52000000,7823700556.21932400,1.1075,1.1259,1.1403,0.4205
1779625200000,2026-05-24 12:20:00,101214.60800000,7800346680.57920000,1.1048,1.1236,1.1401,0.5531
1779625500000,2026-05-24 12:25:00,101092.39600000,7789257457.76310900,1.1022,1.1218,1.1384,0.9883
1779625800000,2026-05-24 12:30:00,101025.43500000,7784532334.72172000,1.1008,1.1204,1.1387,0.6792
1779626100000,2026-05-24 12:35:00,100985.29900000,7778261374.58630000,1.0995,1.1200,1.1371,0.4721
1779626400000,2026-05-24 12:40:00,100915.92200000,7775289225.51840000,1.0991,1.1186,1.1344,2.0140
1779626700000,2026-05-24 12:45:00,100916.63700000,7780209019.03504300,1.1004,1.1191,1.1347,0.8294
1779627000000,2026-05-24 12:50:00,100921.50000000,7777594165.89007400,1.1000,1.1191,1.1346,1.2925
1779627300000,2026-05-24 12:55:00,100932.03200000,7777698305.96722500,1.0986,1.1182,1.1342,1.0161
1779627600000,2026-05-24 13:00:00,100947.10000000,7780790479.09000000,1.0978,1.1173,1.1336,1.1500
1779627900000,2026-05-24 13:05:00,100950.27000000,7779712367.49600000,1.0969,1.1169,1.1335,1.1468
1779628200000,2026-05-24 13:10:00,100954.10500000,7779684857.86800000,1.0960,1.1164,1.1331,0.3517
1779628500000,2026-05-24 13:15:00,100817.81100000,7764271996.76190000,1.0916,1.1133,1.1300,1.5621
1779628800000,2026-05-24 13:20:00,100820.13700000,7770523176.94950600,1.0934,1.1142,1.1303,0.9199
1779629100000,2026-05-24 13:25:00,100848.73200000,7767853412.55360000,1.0951,1.1160,1.1312,0.8794
1779629400000,2026-05-24 13:30:00,100836.71100000,7757075750.76810000,1.0890,1.1119,1.1310,0.8035
1779629700000,2026-05-24 13:35:00,100998.77600000,7767815862.16000000,1.0851,1.1093,1.1288,0.6856
1779630000000,2026-05-24 13:40:00,101025.27900000,7764924701.36308000,1.0790,1.1044,1.1280,0.9294
1779630300000,2026-05-24 13:45:00,101037.65300000,7774374891.29685000,1.0794,1.1048,1.1274,0.9395
1779630600000,2026-05-24 13:50:00,101041.25900000,7767415431.98830000,1.0803,1.1057,1.1273,0.5492
1779630900000,2026-05-24 13:55:00,101007.26100000,7753961435.94335700,1.0756,1.1035,1.1286,0.7860
1779631200000,2026-05-24 14:00:00,100993.98800000,7752627860.27486800,1.0708,1.1008,1.1293,0.7377
1779631500000,2026-05-24 14:05:00,101003.26500000,7747293836.60100000,1.0708,1.1008,1.1286,1.1234
1779631800000,2026-05-24 14:10:00,101029.30900000,7750655395.62210000,1.0700,1.1008,1.1302,0.7458
1779632100000,2026-05-24 14:15:00,100924.80500000,7719324542.74950000,1.0868,1.1249,1.1334,0.6533
1779632400000,2026-05-24 14:20:00,100491.82500000,7666647557.17709500,1.1066,1.1492,1.1368,1.5793
1779632700000,2026-05-24 14:25:00,100431.40900000,7679742124.88244150,1.1177,1.1594,1.1356,1.1550
1779633000000,2026-05-24 14:30:00,100410.83700000,7669686023.13158900,1.1200,1.1612,1.1363,1.5092
1779633300000,2026-05-24 14:35:00,100443.82400000,7682054757.61728200,1.1231,1.1650,1.1368,1.2274
1779633600000,2026-05-24 14:40:00,100464.90300000,7685913203.49253300,1.1268,1.1668,1.1381,0.8805
1779633900000,2026-05-24 14:45:00,100502.24500000,7680763471.43100000,1.1295,1.1687,1.1368,0.7704
1779634200000,2026-05-24 14:50:00,100588.67500000,7683506175.34500000,1.1308,1.1701,1.1363,0.9792
1779634500000,2026-05-24 14:55:00,100593.55900000,7691811895.16649700,1.1327,1.1720,1.1384,0.7138
1779634800000,2026-05-24 15:00:00,100614.35200000,7689773817.52640000,1.1340,1.1730,1.1373,1.8900
1779635100000,2026-05-24 15:05:00,100603.35800000,7697323885.95280000,1.1345,1.1744,1.1372,1.3711
1779635400000,2026-05-24 15:10:00,100598.73400000,7692398835.16804000,1.1349,1.1753,1.1370,1.2972
1779635700000,2026-05-24 15:15:00,100582.83500000,7692088505.56299700,1.1368,1.1768,1.1373,0.9104
1779636000000,2026-05-24 15:20:00,100547.08900000,7688059122.08310700,1.1377,1.1777,1.1370,0.8264
1779636300000,2026-05-24 15:25:00,100564.99000000,7688462240.33511800,1.1386,1.1782,1.1366,0.4753
1779636600000,2026-05-24 15:30:00,100591.46600000,7686193917.06000000,1.1400,1.1796,1.1355,1.3624
1779636900000,2026-05-24 15:35:00,100588.72000000,7685392973.19539500,1.1400,1.1796,1.1359,1.0810
1779637200000,2026-05-24 15:40:00,100601.53500000,7687657439.94150000,1.1390,1.1786,1.1355,0.5528
1779637500000,2026-05-24 15:45:00,100586.36300000,7686719332.73330000,1.1386,1.1782,1.1351,0.8388
1779637800000,2026-05-24 15:50:00,100586.84200000,7688264740.11220000,1.1386,1.1786,1.1350,0.7330
1779638100000,2026-05-24 15:55:00,100617.76700000,7684410286.65410000,1.1381,1.1786,1.1355,0.6362
1779638400000,2026-05-24 16:00:00,100647.68200000,7683816440.30340000,1.1358,1.1782,1.1364,3.0278
1779638700000,2026-05-24 16:05:00,100569.24700000,7699391511.61054700,1.1354,1.1763,1.1379,1.2206
1779639000000,2026-05-24 16:10:00,100417.38300000,7687263600.52958500,1.1464,1.1839,1.1368,1.2638
1779639300000,2026-05-24 16:15:00,100401.84200000,7688321252.07100000,1.1496,1.1877,1.1365,1.5261
1779639600000,2026-05-24 16:20:00,100319.04700000,7687187742.08780000,1.1575,1.1939,1.1369,0.8038
1779639900000,2026-05-24 16:25:00,100308.00700000,7681163425.61166200,1.1584,1.1944,1.1351,0.6141
1779640200000,2026-05-24 16:30:00,100312.26600000,7680069491.97217800,1.1566,1.1930,1.1341,0.7282
1779640500000,2026-05-24 16:35:00,100287.61500000,7674265893.62571500,1.1547,1.1915,1.1336,0.6205
1779640800000,2026-05-24 16:40:00,100248.46600000,7667403673.54400000,1.1519,1.1901,1.1324,0.7869
1779641100000,2026-05-24 16:45:00,100271.83100000,7669250885.30260000,1.1524,1.1901,1.1321,3.0991
1779641400000,2026-05-24 16:50:00,100267.94400000,7677441612.61456400,1.1524,1.1906,1.1328,1.0351
1779641700000,2026-05-24 16:55:00,100274.10100000,7680957763.34002600,1.1547,1.1920,1.1332,2.0593
1779642000000,2026-05-24 17:00:00,100290.37400000,7686755715.23000000,1.1566,1.1939,1.1337,1.3047
1779642300000,2026-05-24 17:05:00,100287.35200000,7688630128.43200000,1.1612,1.1973,1.1343,1.0495
1779642600000,2026-05-24 17:10:00,100292.55100000,7690690409.91688300,1.1631,1.1988,1.1342,0.4924
1779642900000,2026-05-24 17:15:00,100270.84600000,7681579051.62180000,1.1650,1.2007,1.1343,0.8422
1779643200000,2026-05-24 17:20:00,100237.53900000,7672993650.14449700,1.1617,1.1983,1.1337,1.0234
1779643500000,2026-05-24 17:25:00,100257.77600000,7681882493.29929300,1.1612,1.1978,1.1339,0.8704
1779643800000,2026-05-24 17:30:00,100264.25600000,7679480001.25440000,1.1612,1.1978,1.1342,1.2413
1779644100000,2026-05-24 17:35:00,100256.55900000,7679151136.60500000,1.1617,1.1983,1.1345,2.3601
1779644400000,2026-05-24 17:40:00,100256.42200000,7689346785.17863300,1.1622,1.1988,1.1348,0.9584
1779644700000,2026-05-24 17:45:00,100246.63500000,7685581751.55697000,1.1626,1.1993,1.1350,2.0063
1779645000000,2026-05-24 17:50:00,100240.94700000,7689443067.46838500,1.1622,1.1983,1.1347,2.5586
1779645300000,2026-05-24 17:55:00,100176.32500000,7681991429.72750000,1.1636,1.1988,1.1358,1.3134
1779645600000,2026-05-24 18:00:00,100167.05800000,7678976950.27860000,1.1622,1.1978,1.1354,0.4374
1779645900000,2026-05-24 18:05:00,100176.44900000,7677250006.65595700,1.1631,1.1983,1.1354,0.9599
1779646200000,2026-05-24 18:10:00,100175.23600000,7679022873.29240000,1.1631,1.1983,1.1352,1.7192
1779646500000,2026-05-24 18:15:00,100172.71400000,7683351439.96601700,1.1636,1.1983,1.1353,2.7003
1779646800000,2026-05-24 18:20:00,100073.65200000,7677840721.37880000,1.1650,1.1993,1.1346,0.3708
1779647100000,2026-05-24 18:25:00,100080.15700000,7674846999.85900000,1.1654,1.1997,1.1339,0.7778
1779647400000,2026-05-24 18:30:00,100066.92700000,7669963021.88770000,1.1636,1.1983,1.1336,0.4680
1779647700000,2026-05-24 18:35:00,100070.53600000,7665836733.57206800,1.1626,1.1978,1.1326,2.7027
1779648000000,2026-05-24 18:40:00,100065.61000000,7673671394.70400000,1.1612,1.1968,1.1329,0.3526
1779648300000,2026-05-24 18:45:00,100077.32500000,7666913860.51750000,1.1612,1.1968,1.1331,0.6072
